timestep,episode,reward,max_x_pos,flag_get,deaths,frames,time_left
10000,0,170.0,231,0,0,20,297
10000,1,170.0,231,0,0,20,297
10000,2,170.0,231,0,0,20,297
10000,3,170.0,231,0,0,20,297
10000,4,170.0,231,0,0,20,297
20000,0,162.0,224,0,0,23,296
20000,1,162.0,224,0,0,23,296
20000,2,162.0,224,0,0,23,296
20000,3,162.0,224,0,0,23,296
20000,4,162.0,224,0,0,23,296
30000,0,162.0,224,0,0,23,296
30000,1,162.0,224,0,0,23,296
30000,2,162.0,224,0,0,23,296
30000,3,162.0,224,0,0,23,296
30000,4,162.0,224,0,0,23,296
40000,0,170.0,231,0,0,20,297
40000,1,170.0,231,0,0,20,297
40000,2,170.0,231,0,0,20,297
40000,3,170.0,231,0,0,20,297
40000,4,170.0,231,0,0,20,297
50000,0,276.0,339,0,0,29,295
50000,1,276.0,339,0,0,29,295
50000,2,276.0,339,0,0,29,295
50000,3,276.0,339,0,0,29,295
50000,4,276.0,339,0,0,29,295
60000,0,170.0,231,0,0,20,297
60000,1,170.0,231,0,0,20,297
60000,2,170.0,231,0,0,20,297
60000,3,170.0,231,0,0,20,297
60000,4,170.0,231,0,0,20,297
70000,0,267.0,330,0,0,31,294
70000,1,267.0,330,0,0,31,294
70000,2,267.0,330,0,0,31,294
70000,3,267.0,330,0,0,31,294
70000,4,267.0,330,0,0,31,294
80000,0,163.0,224,0,0,22,296
80000,1,163.0,224,0,0,22,296
80000,2,163.0,224,0,0,22,296
80000,3,163.0,224,0,0,22,296
80000,4,163.0,224,0,0,22,296
90000,0,170.0,231,0,0,20,297
90000,1,170.0,231,0,0,20,297
90000,2,170.0,231,0,0,20,297
90000,3,170.0,231,0,0,20,297
90000,4,170.0,231,0,0,20,297
100000,0,147.0,208,0,0,28,295
100000,1,147.0,208,0,0,28,295
100000,2,147.0,208,0,0,28,295
100000,3,147.0,208,0,0,28,295
100000,4,147.0,208,0,0,28,295
110000,0,-24.0,161,0,0,91,282
110000,1,-24.0,161,0,0,91,282
110000,2,-24.0,161,0,0,91,282
110000,3,-24.0,161,0,0,91,282
110000,4,-24.0,161,0,0,91,282
120000,0,162.0,224,0,0,23,296
120000,1,162.0,224,0,0,23,296
120000,2,162.0,224,0,0,23,296
120000,3,162.0,224,0,0,23,296
120000,4,162.0,224,0,0,23,296
130000,0,162.0,224,0,0,23,296
130000,1,162.0,224,0,0,23,296
130000,2,162.0,224,0,0,23,296
130000,3,162.0,224,0,0,23,296
130000,4,162.0,224,0,0,23,296
140000,0,162.0,224,0,0,23,296
140000,1,162.0,224,0,0,23,296
140000,2,162.0,224,0,0,23,296
140000,3,162.0,224,0,0,23,296
140000,4,162.0,224,0,0,23,296
150000,0,162.0,224,0,0,23,296
150000,1,162.0,224,0,0,23,296
150000,2,162.0,224,0,0,23,296
150000,3,162.0,224,0,0,23,296
150000,4,162.0,224,0,0,23,296
160000,0,162.0,224,0,0,23,296
160000,1,162.0,224,0,0,23,296
160000,2,162.0,224,0,0,23,296
160000,3,162.0,224,0,0,23,296
160000,4,162.0,224,0,0,23,296
170000,0,162.0,224,0,0,23,296
170000,1,162.0,224,0,0,23,296
170000,2,162.0,224,0,0,23,296
170000,3,162.0,224,0,0,23,296
170000,4,162.0,224,0,0,23,296
180000,0,191.0,546,0,0,1505,0
180000,1,191.0,546,0,0,1505,0
180000,2,191.0,546,0,0,1505,0
180000,3,191.0,546,0,0,1505,0
180000,4,191.0,546,0,0,1505,0
190000,0,191.0,546,0,0,1505,0
190000,1,191.0,546,0,0,1505,0
190000,2,191.0,546,0,0,1505,0
190000,3,191.0,546,0,0,1505,0
190000,4,191.0,546,0,0,1505,0
200000,0,469.0,546,0,0,111,278
200000,1,469.0,546,0,0,111,278
200000,2,469.0,546,0,0,111,278
200000,3,469.0,546,0,0,111,278
200000,4,469.0,546,0,0,111,278
210000,0,276.0,339,0,0,29,295
210000,1,276.0,339,0,0,29,295
210000,2,276.0,339,0,0,29,295
210000,3,276.0,339,0,0,29,295
210000,4,276.0,339,0,0,29,295
220000,0,170.0,231,0,0,20,297
220000,1,170.0,231,0,0,20,297
220000,2,170.0,231,0,0,20,297
220000,3,170.0,231,0,0,20,297
220000,4,170.0,231,0,0,20,297
230000,0,191.0,546,0,0,1505,0
230000,1,191.0,546,0,0,1505,0
230000,2,191.0,546,0,0,1505,0
230000,3,191.0,546,0,0,1505,0
230000,4,191.0,546,0,0,1505,0
240000,0,274.0,338,0,0,33,294
240000,1,274.0,338,0,0,33,294
240000,2,274.0,338,0,0,33,294
240000,3,274.0,338,0,0,33,294
240000,4,274.0,338,0,0,33,294
250000,0,276.0,339,0,0,29,295
250000,1,276.0,339,0,0,29,295
250000,2,276.0,339,0,0,29,295
250000,3,276.0,339,0,0,29,295
250000,4,276.0,339,0,0,29,295
260000,0,506.0,573,0,0,52,290
260000,1,506.0,573,0,0,52,290
260000,2,506.0,573,0,0,52,290
260000,3,506.0,573,0,0,52,290
260000,4,506.0,573,0,0,52,290
270000,0,162.0,224,0,0,23,296
270000,1,162.0,224,0,0,23,296
270000,2,162.0,224,0,0,23,296
270000,3,162.0,224,0,0,23,296
270000,4,162.0,224,0,0,23,296
280000,0,162.0,224,0,0,23,296
280000,1,162.0,224,0,0,23,296
280000,2,162.0,224,0,0,23,296
280000,3,162.0,224,0,0,23,296
280000,4,162.0,224,0,0,23,296
290000,0,170.0,231,0,0,20,297
290000,1,170.0,231,0,0,20,297
290000,2,170.0,231,0,0,20,297
290000,3,170.0,231,0,0,20,297
290000,4,170.0,231,0,0,20,297
300000,0,276.0,339,0,0,29,295
300000,1,276.0,339,0,0,29,295
300000,2,276.0,339,0,0,29,295
300000,3,276.0,339,0,0,29,295
300000,4,276.0,339,0,0,29,295
310000,0,162.0,224,0,0,23,296
310000,1,162.0,224,0,0,23,296
310000,2,162.0,224,0,0,23,296
310000,3,162.0,224,0,0,23,296
310000,4,162.0,224,0,0,23,296
320000,0,274.0,338,0,0,32,294
320000,1,274.0,338,0,0,32,294
320000,2,274.0,338,0,0,32,294
320000,3,274.0,338,0,0,32,294
320000,4,274.0,338,0,0,32,294
330000,0,274.0,338,0,0,32,294
330000,1,274.0,338,0,0,32,294
330000,2,274.0,338,0,0,32,294
330000,3,274.0,338,0,0,32,294
330000,4,274.0,338,0,0,32,294
340000,0,274.0,338,0,0,32,294
340000,1,274.0,338,0,0,32,294
340000,2,274.0,338,0,0,32,294
340000,3,274.0,338,0,0,32,294
340000,4,274.0,338,0,0,32,294
350000,0,276.0,339,0,0,29,295
350000,1,276.0,339,0,0,29,295
350000,2,276.0,339,0,0,29,295
350000,3,276.0,339,0,0,29,295
350000,4,276.0,339,0,0,29,295
360000,0,162.0,224,0,0,23,296
360000,1,162.0,224,0,0,23,296
360000,2,162.0,224,0,0,23,296
360000,3,162.0,224,0,0,23,296
360000,4,162.0,224,0,0,23,296
370000,0,162.0,224,0,0,23,296
370000,1,162.0,224,0,0,23,296
370000,2,162.0,224,0,0,23,296
370000,3,162.0,224,0,0,23,296
370000,4,162.0,224,0,0,23,296
380000,0,276.0,339,0,0,29,295
380000,1,276.0,339,0,0,29,295
380000,2,276.0,339,0,0,29,295
380000,3,276.0,339,0,0,29,295
380000,4,276.0,339,0,0,29,295
390000,0,276.0,339,0,0,29,295
390000,1,276.0,339,0,0,29,295
390000,2,276.0,339,0,0,29,295
390000,3,276.0,339,0,0,29,295
390000,4,276.0,339,0,0,29,295
400000,0,276.0,339,0,0,29,295
400000,1,276.0,339,0,0,29,295
400000,2,276.0,339,0,0,29,295
400000,3,276.0,339,0,0,29,295
400000,4,276.0,339,0,0,29,295
410000,0,276.0,339,0,0,29,295
410000,1,276.0,339,0,0,29,295
410000,2,276.0,339,0,0,29,295
410000,3,276.0,339,0,0,29,295
410000,4,276.0,339,0,0,29,295
420000,0,276.0,339,0,0,29,295
420000,1,276.0,339,0,0,29,295
420000,2,276.0,339,0,0,29,295
420000,3,276.0,339,0,0,29,295
420000,4,276.0,339,0,0,29,295
430000,0,162.0,224,0,0,23,296
430000,1,162.0,224,0,0,23,296
430000,2,162.0,224,0,0,23,296
430000,3,162.0,224,0,0,23,296
430000,4,162.0,224,0,0,23,296
440000,0,276.0,339,0,0,29,295
440000,1,276.0,339,0,0,29,295
440000,2,276.0,339,0,0,29,295
440000,3,276.0,339,0,0,29,295
440000,4,276.0,339,0,0,29,295
450000,0,162.0,224,0,0,23,296
450000,1,162.0,224,0,0,23,296
450000,2,162.0,224,0,0,23,296
450000,3,162.0,224,0,0,23,296
450000,4,162.0,224,0,0,23,296
460000,0,276.0,339,0,0,29,295
460000,1,276.0,339,0,0,29,295
460000,2,276.0,339,0,0,29,295
460000,3,276.0,339,0,0,29,295
460000,4,276.0,339,0,0,29,295
470000,0,276.0,339,0,0,29,295
470000,1,276.0,339,0,0,29,295
470000,2,276.0,339,0,0,29,295
470000,3,276.0,339,0,0,29,295
470000,4,276.0,339,0,0,29,295
480000,0,276.0,339,0,0,29,295
480000,1,276.0,339,0,0,29,295
480000,2,276.0,339,0,0,29,295
480000,3,276.0,339,0,0,29,295
480000,4,276.0,339,0,0,29,295
490000,0,276.0,339,0,0,29,295
490000,1,276.0,339,0,0,29,295
490000,2,276.0,339,0,0,29,295
490000,3,276.0,339,0,0,29,295
490000,4,276.0,339,0,0,29,295
500000,0,276.0,339,0,0,29,295
500000,1,276.0,339,0,0,29,295
500000,2,276.0,339,0,0,29,295
500000,3,276.0,339,0,0,29,295
500000,4,276.0,339,0,0,29,295
510000,0,276.0,339,0,1,29,295
510000,1,276.0,339,0,1,29,295
510000,2,276.0,339,0,1,29,295
